# AOS-SFR-2026-001 v1.1: every amendment release on a P2 notice in the pull of 16 September 2026, 1,046 releases on 868 notices. Each amendment value is as published and is never added to the value at award or to another amendment; the record does not say whether it is a new total, a change or a correction. Generated by recompute/publish_tsvs.py from recompute/figures.py's award-mode listing; not a source.
notice	value_at_award_aud	amendment_published_utc	amendment_value_aud
CN4235931	185943.31	2026-07-29T06:00:05Z	169039.37
CN4235946	51969.36	2026-05-13T02:28:50Z	35377.62
CN4235950	76527.44	2026-05-21T06:54:24Z	153054.88
CN4236077	159896.00	2026-07-07T04:17:38Z	659824.00
CN4236196	1313679.40	2026-08-25T02:29:46Z	1880384.20
CN4236216	518292.49	2026-08-05T23:11:03Z	752439.27
CN4236309	96712.69	2026-05-20T05:47:08Z	117241.37
CN4236476	34771.00	2026-07-15T12:12:42Z	303030.08
CN4236547	15774.88	2026-06-17T09:36:11Z	41014.69
CN4236754	107514.00	2026-05-12T01:25:42Z	130887.90
CN4236999	48614.75	2026-09-04T01:40:15Z	88599.75
CN4236999	48614.75	2026-09-04T01:40:15Z	171999.55
CN4237016	111864.56	2026-09-08T05:35:23Z	100507.06
CN4237043	457382.40	2026-05-27T06:25:55Z	443520.00
CN4237072	914930.59	2026-05-12T01:36:12Z	995425.82
CN4237096	120000.00	2026-07-23T02:23:26Z	190000.00
CN4237155	1432728.12	2026-05-04T07:05:19Z	1576000.93
CN4237167	112992.00	2026-09-07T06:26:05Z	309408.00
CN4237248	3089890.00	2026-07-07T01:16:48Z	3190210.00
CN4237259	72842.68	2026-06-12T01:05:05Z	93246.68
CN4237466	167401.00	2026-06-16T04:50:41Z	0.10
CN4237630	14850.00	2026-08-26T01:42:17Z	35083.13
CN4237727	4392770.14	2026-07-24T03:18:34Z	4300569.08
CN4237732	47278678.33	2026-07-31T02:23:05Z	49297782.47
CN4237800	2100000.00	2026-08-31T06:49:59Z	1083423.00
CN4237932	1232833.36	2026-08-11T00:30:02Z	1414333.36
CN4237942	250000.00	2026-07-22T23:23:28Z	259500.00
CN4237990	530475.00	2026-06-24T01:36:11Z	780067.59
CN4238080	34553.29	2026-07-28T03:41:48Z	48994.88
CN4238081	51991.04	2026-05-21T06:54:50Z	107192.83
CN4238185	30388.50	2026-05-12T06:11:52Z	30390.14
CN4238203	1825333.83	2026-06-04T05:38:18Z	0.11
CN4238557	140580.00	2026-06-26T03:03:45Z	260201.70
CN4238789	33358.61	2026-07-08T02:53:43Z	46928.21
CN4238789	33358.61	2026-07-08T02:53:43Z	307012.21
CN4238799	39839.26	2026-07-08T02:53:41Z	78471.26
CN4238799	39839.26	2026-07-08T02:53:41Z	522739.26
CN4238881	7000000.00	2026-07-10T03:15:50Z	6363636.36
CN4238924	10824.61	2026-06-16T03:22:50Z	26240.65
CN4238924	10824.61	2026-06-16T03:22:50Z	53741.57
CN4239072	336975.10	2026-06-04T05:43:56Z	337861.70
CN4239153	93087.50	2026-08-07T01:29:22Z	52393.00
CN4239153	93087.50	2026-08-07T01:29:22Z	96382.00
CN4239154	16296.29	2026-05-29T10:10:09Z	13278.99
CN4239167	84700.00	2026-08-20T04:05:28Z	84700.00
CN4239167	84700.00	2026-08-20T04:05:28Z	84700.00
CN4239631	384560.00	2026-05-12T04:54:47Z	423016.00
CN4239632	568480.00	2026-05-12T04:53:59Z	625328.00
CN4239715	288156.00	2026-06-16T01:49:58Z	770134.20
CN4239909	401250.28	2026-06-10T01:00:22Z	525675.14
CN4240000	168740.00	2026-05-20T03:39:06Z	84370.00
CN4240142	2676960.00	2026-08-10T06:34:10Z	3138960.00
CN4240241	58397.56	2026-05-14T01:49:51Z	153547.56
CN4240403	158914.16	2026-06-22T05:55:35Z	554914.16
CN4240502	11827.74	2026-06-11T02:14:57Z	0.10
CN4240754	7920047.52	2026-07-24T05:12:00Z	12135056.78
CN4240754	7920047.52	2026-07-24T05:12:00Z	12576101.78
CN4241438	65450.00	2026-07-07T05:43:13Z	458150.00
CN4242058	44140.80	2026-07-21T01:32:11Z	503940.80
CN4242154	138600.00	2026-08-05T03:17:19Z	392700.00
CN4242191	155927.20	2026-05-21T06:55:17Z	329846.00
CN4242201	2822170.89	2026-08-05T03:09:11Z	2780809.91
CN4242231	23232.00	2026-06-11T02:14:45Z	0.10
CN4242237	76456.84	2026-08-12T02:34:55Z	152913.67
CN4242574	254599.16	2026-07-03T05:53:48Z	0.10
CN4242584	747411.50	2026-07-09T05:03:05Z	0.10
CN4242849	36032.83	2026-07-21T04:10:54Z	486443.23
CN4242863	104500.00	2026-06-26T03:18:24Z	101200.00
CN4242882	65000.00	2026-07-24T05:39:25Z	95000.00
CN4242923	40984.90	2026-07-06T05:04:24Z	43734.90
CN4242934	2880073.46	2026-09-14T06:20:05Z	3596259.12
CN4242994	4522096.36	2026-05-26T23:01:29Z	0.02
CN4242998	10684620.65	2026-06-02T23:58:53Z	13527385.85
CN4243020	60764.00	2026-07-01T05:35:08Z	137559.99
CN4243045	53281.18	2026-07-06T05:35:02Z	420489.34
CN4243081	11275.00	2026-07-08T06:54:01Z	11495.00
CN4243687	64185.00	2026-06-22T23:23:40Z	73810.00
CN4243687	64185.00	2026-06-22T23:23:40Z	83435.00
CN4243796	22819.50	2026-05-29T02:25:41Z	38252.50
CN4243796	22819.50	2026-05-29T02:25:41Z	75001.30
CN4243796	22819.50	2026-05-29T02:25:41Z	93183.20
CN4243798	285930.70	2026-06-03T00:15:05Z	297253.00
CN4243800	486082.19	2026-06-03T00:15:03Z	505330.10
CN4243801	428896.05	2026-06-03T00:14:52Z	445879.50
CN4243804	55691.58	2026-05-29T02:25:36Z	91837.86
CN4243805	486082.19	2026-06-03T00:14:45Z	505330.10
CN4243825	59995.98	2026-06-16T04:50:17Z	0.10
CN4244612	1793950.99	2026-07-03T02:37:31Z	1815477.99
CN4244612	1793950.99	2026-07-03T02:37:31Z	1881359.74
CN4244661	431750.00	2026-06-09T05:11:41Z	978395.00
CN4244662	56334.00	2026-09-04T05:16:56Z	57000.00
CN4244662	56334.00	2026-09-04T05:16:56Z	112834.00
CN4244689	1364752.40	2026-06-16T03:05:50Z	560764.60
CN4244814	92600.00	2026-08-21T05:23:19Z	103754.00
CN4244882	587202.00	2026-08-27T04:23:01Z	707767.00
CN4244945	339478.16	2026-07-10T07:00:13Z	369428.18
CN4244964	504610.63	2026-07-10T06:57:29Z	521778.00
CN4245198	26033.00	2026-07-29T05:17:38Z	23860.28
CN4245293	329004.53	2026-07-09T05:02:25Z	0.10
CN4245584	9242995.06	2026-07-03T05:54:16Z	0.10
CN4245638	660000.00	2026-08-07T05:13:29Z	870000.00
CN4245726	39294.20	2026-07-17T02:18:00Z	216059.80
CN4245734	380880.00	2026-08-10T02:47:41Z	338580.00
CN4245734	380880.00	2026-08-10T02:47:41Z	998580.00
CN4245736	375573.00	2026-08-24T06:02:27Z	600431.70
CN4245974	66836.00	2026-07-15T03:28:39Z	445471.40
CN4245981	133355.20	2026-06-30T05:39:11Z	144106.60
CN4246183	323620.52	2026-09-11T09:23:06Z	352478.75
CN4246578	65670.00	2026-07-30T01:28:27Z	306460.00
CN4246713	4587750.01	2026-07-29T04:27:05Z	0.03
CN4246789	362578.22	2026-07-22T20:51:06Z	397808.49
CN4246820	623212.95	2026-07-17T01:29:20Z	685534.25
CN4247180	688644.00	2026-08-20T22:51:07Z	720324.00
CN4247258	21054.00	2026-08-24T04:45:33Z	72844.00
CN4247732	63234.62	2026-07-23T02:23:58Z	103020.01
CN4248698	18480.00	2026-06-30T01:35:53Z	3465.00
CN4248724	25315.40	2026-06-25T07:01:35Z	32173.90
CN4249058	289845.00	2026-07-07T21:39:47Z	341396.50
CN4249101	85211.59	2026-06-30T04:40:07Z	0.10
CN4249226	900995.70	2026-07-15T11:42:13Z	1195575.70
CN4249526	807058.21	2026-08-07T05:47:00Z	0.10
CN4249840	65956.00	2026-09-06T22:54:29Z	77561.00
CN4249957	549906.13	2026-07-14T05:16:23Z	604896.74
CN4249958	129360.00	2026-07-31T04:54:47Z	258720.00
CN4250137	32179402.49	2026-08-12T04:33:46Z	0.11
CN4250283	477488.00	2026-07-27T04:39:09Z	851488.00
CN4250416	65128.54	2026-06-24T04:38:47Z	93500.81
CN4250583	5162534.85	2026-09-02T02:12:45Z	5209224.90
CN4251022	93054.23	2026-06-26T07:06:37Z	109169.24
CN4251250	27951.00	2026-07-06T05:35:03Z	398211.00
CN4251411	155682.09	2026-07-17T06:22:31Z	159682.09
CN4252133	2250000.00	2026-06-26T02:06:36Z	2475000.01
CN4252533	113709.45	2026-06-23T00:12:44Z	125080.40
CN4252709	184348.68	2026-08-12T04:34:09Z	0.11
CN4252802	121440.00	2026-07-29T06:00:22Z	110400.40
CN4252813	53010.00	2026-08-07T07:02:52Z	48000.00
CN4253502	35271.50	2026-08-19T01:16:24Z	35271.50
CN4253683	240575.50	2026-07-03T02:36:59Z	313868.50
CN4253972	650152.22	2026-09-09T01:08:23Z	873332.92
CN4254725	442147.20	2026-08-25T05:58:34Z	350873.60
CN4255069	128469.24	2026-08-06T05:46:15Z	128470.24
CN4255351	398428.80	2026-08-25T05:58:37Z	325510.65
CN4255601	2795672.36	2026-08-19T05:07:16Z	2801972.36
CN4255636	8255413.49	2026-09-04T01:40:16Z	9930317.58
CN4257701	21051.14	2026-07-09T04:58:54Z	0.10
CN4258005	86900.00	2026-07-22T07:43:37Z	91080.00
CN4258065	904369.58	2026-07-31T05:57:45Z	994806.54
CN4258119	91217.50	2026-08-06T05:21:57Z	0.10
CN4258451	6413553.30	2026-07-08T02:04:32Z	6611553.30
CN4259422	332455.27	2026-08-10T05:03:52Z	273113.59
CN4259433	28556.23	2026-08-24T01:24:07Z	48568.53
CN4259434	794695.00	2026-09-08T01:39:57Z	809545.00
CN4259927	3325645.27	2026-09-08T03:30:38Z	3556574.43
CN4260041	317458.84	2026-07-15T04:48:41Z	349204.72
CN4260353	5093658.90	2026-07-30T21:46:18Z	14121325.27
CN4260532	147818.03	2026-08-31T05:18:06Z	165909.82
CN4260573	22874.86	2026-08-05T01:12:56Z	25162.35
CN4261069	41270.33	2026-07-15T03:22:55Z	62613.91
CN4261443	499217.40	2026-08-06T05:52:06Z	0.10
CN4262151	360008.00	2026-08-10T22:11:01Z	360008.00
CN4262189	31350000.00	2026-09-08T08:49:34Z	32197728.73
CN4262900	3607807.50	2026-09-01T07:13:47Z	4087297.50
CN4263185	570000.00	2026-07-22T23:58:32Z	6270000.00
CN4263337	28875.00	2026-09-08T01:35:55Z	38500.00
CN4263704	375757.20	2026-07-24T03:17:07Z	197766.95
CN4264220	5371158.10	2026-07-27T05:21:04Z	6226093.82
CN4264270	109576244.03	2026-09-04T00:36:18Z	109643565.79
CN4264459	250000.00	2026-08-10T02:27:50Z	167200.00
CN4264846	13782701.74	2026-08-05T06:32:34Z	14229091.50
CN4265018	11969372.01	2026-09-01T20:54:43Z	84899834.26
CN4265321	154066403.20	2026-09-14T02:53:20Z	156823849.10
CN4265565	337721.52	2026-08-24T04:45:22Z	675443.04
CN4266368	1265212.69	2026-08-19T02:29:23Z	1287468.58
CN4267533	197676.00	2026-08-25T02:29:57Z	197676.00
CN4267614	10539232.18	2026-09-11T06:32:51Z	14299976.11
CN4267699	31350.00	2026-08-10T01:12:36Z	41800.00
CN4267699	31350.00	2026-08-10T01:12:36Z	52250.00
CN4267700	12600.00	2026-08-11T03:01:06Z	13860.00
CN4268136	11000.00	2026-09-02T03:18:53Z	15000.00
CN4269151	11440.00	2026-09-15T04:28:13Z	9790.00
CN4269326	398699.40	2026-08-21T05:30:42Z	398799.50
CN4271172	606242.77	2026-09-02T06:52:23Z	621388.12
CN4272915	123731.82	2026-09-04T00:36:22Z	224935.82
CN4274891	100000.00	2026-09-10T00:36:12Z	83689.00
